Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
1.155972417,-15.99996072,-17.49724203,24.69298817,34.23296491
1.166005417,-15.08970244,-19.939831,25.71034288,35.86527166
1.176038417,-14.28734985,-22.2167625,26.61199757,37.49548395
1.186071417,-13.67775423,-24.04385835,27.16914132,38.77306185
1.196103417,-16.47445058,-23.25833638,27.3292451,39.48728113
1.206136417,-13.53530202,-29.63120737,28.84414875,43.51089252
1.216169417,-13.3144983,-28.85321194,26.73934525,41.53042605
1.226202417,-15.05472557,-27.95616486,25.55695638,40.75966063
1.236235417,-14.60677272,-30.54183168,26.38104892,42.91993749
1.246268417,-13.55047789,-30.60110374,24.01314878,41.19070666
1.256301417,-11.5434562,-29.61259685,21.2308167,38.22178503
1.266334417,-9.053553897,-28.73612027,19.04463632,35.64308655
1.276367417,-6.748076288,-27.07855392,16.66458566,32.50373873
1.286400417,-5.181562191,-25.04959348,14.64542281,29.47573798
1.296432417,-4.47438268,-23.12195125,13.22712803,27.01113929
1.306465417,-4.126805179,-21.40115544,11.68185628,24.72864213
1.316498417,-4.009396597,-20.17084514,10.07924323,22.90260681
1.326531417,-3.911266577,-19.34484523,8.473049344,21.47821242
1.336564417,-3.756762674,-18.61524955,6.663080576,20.12554159
1.346597417,-3.403123949,-17.93356711,4.761395892,18.86438371
1.356630417,-2.878683668,-17.38177823,2.889799225,17.85396241
1.366663417,-2.000963097,-16.94455736,1.148725276,17.10091949
1.376696417,-0.72085644,-16.8365359,-0.230672073,16.85353923
1.386729417,0.496123969,-17.28585349,-1.173199382,17.33272243
1.396761417,1.578371373,-18.19432837,-1.349692324,18.31246872
1.406794417,3.100205433,-19.65187902,-1.756816408,19.97233153
1.416827417,4.399681869,-20.75247002,-1.901957164,21.29881812
1.426859917,4.282015425,-20.65041505,-2.704989204,21.26246139
1.436892917,3.437410267,-19.74299735,-3.635557203,20.36710608
1.446925917,1.656861765,-18.83402195,-3.95220615,19.31542149
1.456958917,0.19372856,-18.19896287,-3.670064546,18.56634467
1.466991917,-1.131148546,-17.92139555,-3.24423288,18.24776596
1.477024917,-2.019435474,-17.61024298,-3.081002592,17.99142447
1.487057917,-2.449406238,-17.79971148,-2.311528016,18.1155315
1.497089917,-2.660121472,-18.24356777,-1.684764093,18.51330444
1.507122917,-2.739633079,-18.80358836,-1.171287342,19.0381837
1.517155917,-2.814028081,-19.25558047,-1.204117704,19.49733399
1.527188917,-2.990266377,-19.22072639,-1.560026319,19.5143972
1.537221917,-2.992272557,-19.03089068,-2.113583102,19.38029228
1.547254917,-2.891335581,-18.9686576,-3.112415004,19.43854212
1.557287917,-2.298109533,-18.66440592,-4.771792534,19.40132366
1.567320917,-1.240718058,-18.35089225,-6.566369968,19.5297681
1.577353917,0.421747386,-18.40108475,-7.252423196,19.78321089
1.587385917,1.043093279,-19.32088685,-10.32013799,21.92920337
1.597418917,2.064265054,-20.49007271,-13.61215198,24.68592618
1.607451917,4.587511978,-21.23310179,-14.22868474,25.96816025
1.617484917,6.634154985,-21.2208203,-13.83077937,26.18445501
1.627517917,6.570516229,-20.37716765,-13.43107306,25.27438167
1.637550917,4.968173318,-18.96264666,-10.76150103,22.36234824
1.647583917,2.421296041,-17.92543247,-7.204866621,19.47033401
1.657616917,-0.053800231,-16.83407773,-3.596023008,17.21396087
1.667649917,-1.442290585,-15.87062499,-1.592983857,16.01544683
1.677682917,-1.312229944,-15.84106381,-0.401998707,15.90040417
1.687714917,-0.596834365,-16.85215966,0.953296419,16.8896498
1.697747917,0.542493705,-18.48925842,1.961567774,18.60093343
1.707780917,1.599565483,-20.7956786,2.948411715,21.06447222
1.717813917,2.305187295,-23.49861251,4.049428389,23.95613801
1.727846917,2.285180901,-25.63669135,5.365374677,26.29161921
1.737879917,1.72171221,-26.79600243,6.547120349,27.63792365
1.747912917,1.064897107,-27.72803457,7.407810613,28.72026401
1.757945917,0.017326177,-29.26586398,9.165358508,30.66748916
1.767978917,-1.122662189,-31.56798996,11.71794647,33.69137323
1.778011917,-2.133861246,-33.01652538,13.66132823,35.79491864
1.788043917,-2.720163606,-32.983512,15.97899027,36.75104738
1.798076917,-2.514546559,-33.3204426,19.79890843,38.84033489
1.808109917,-2.026132437,-33.81288808,24.41782054,41.7569943
1.818142917,-1.935018784,-34.44899498,29.04804818,45.10284532
1.828175917,-2.129010542,-35.92247929,34.22115705,49.65928709
1.838208917,-2.839579537,-37.28781584,38.67115947,53.79500903
1.848241917,-3.717790689,-38.21513045,40.90484263,56.10191007
1.858274917,-5.316244617,-39.74960122,42.59762559,58.50513618
1.868307917,-6.785067528,-40.96586417,44.14726404,60.60709605
1.878339917,-8.081761274,-41.37048214,46.90235979,63.06078823
1.888372917,-9.383039237,-41.25814075,50.40379415,65.80895128
1.898405917,-11.46502398,-40.02009809,53.24928785,67.59098818
1.908438917,-14.21825798,-37.19835344,54.89671045,67.8197993
1.918471917,-16.80095442,-33.13102555,53.46321642,65.10186198
1.928504917,-18.71635375,-28.91770906,48.30912971,59.3321819
1.938537917,-20.55928971,-25.92506667,42.66204788,53.98929342
1.948570917,-22.26147032,-23.58180903,37.39720087,49.49975162
1.958603917,-23.61110826,-22.02215781,32.70305614,45.95595445
1.968636917,-24.46608813,-21.7835002,29.3682955,43.99553534
1.978669917,-24.85449294,-21.39648001,26.91665154,42.42712936
1.988701917,-24.54545824,-20.58987532,24.96600636,40.61679406
1.998734917,-23.87304949,-19.60270394,23.37642207,38.73816726
2.008767917,-23.84833214,-18.4655234,22.77209363,37.79268115
2.018800917,-23.969159,-15.85405164,21.60188802,35.95153825
2.028833917,-24.02285048,-12.84697949,19.63561908,33.58124125
2.038866917,-24.19299743,-10.5762016,17.35405308,31.59620742
2.048899917,-24.37055398,-9.557013198,15.20545743,30.27319505
2.058932917,-24.16581256,-9.449630837,12.60005742,28.84516366
2.068965917,-23.80000373,-9.685470679,9.349386756,27.34336396
2.078997917,-24.00189873,-10.39040164,5.973574567,26.82788069
2.089030917,-25.42815157,-10.89439187,2.155455598,27.7475162
2.099063917,-27.65762006,-9.870274268,-2.528981581,29.47476903
2.109096917,-28.63628024,-7.375859672,-6.461543425,30.26865367
2.119129917,-27.94774954,-4.947707478,-8.267788101,29.56201674
2.129162917,-26.21218835,-3.637845218,-7.567227931,27.52409262
2.139195917,-24.48737434,-3.209225015,-5.441037648,25.28903948
2.149228917,-23.00187984,-2.346478724,-3.670364508,23.41076706
2.159261917,-22.57732755,-0.873357233,-2.435358887,22.72508405
2.169294917,-23.39885199,0.949879744,-2.065569275,23.50904342
2.179326917,-24.62092006,2.443150887,-3.064076073,24.93084943
2.189359917,-25.86882815,2.927571654,-4.428397545,26.40790886
2.199392917,-26.98508267,2.397776932,-5.673487274,27.67909823
2.209425917,-27.17002776,1.357820246,-6.579799853,27.98835205
2.219458917,-26.17507958,0.199784887,-7.187101611,27.14459678
2.229491917,-24.76089539,-0.898451875,-7.585176544,25.91223764
2.239524917,-24.54016768,-2.19500251,-7.129459174,25.64891915
2.249557917,-25.21209929,-2.669046369,-6.90676972,26.27693337
2.259590917,-25.35452577,-2.444901397,-7.171043987,26.46230133
2.269623917,-25.47467436,-3.005572926,-6.099304322,26.36653211
2.279655917,-25.2925219,-4.236938655,-4.407969128,26.02102044
2.289688917,-24.21556535,-4.910912704,-3.230691898,24.918829
2.299721917,-23.03184098,-5.727648278,-0.933806772,23.75170833
2.309754917,-21.97800198,-7.551891269,1.840602331,23.31204516
